CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,RFM_Score_Sum
12412.0,75,3,820.5,2,4,4,244,3,10
12413.0,67,3,545.2,3,4,4,344,3,11
12414.0,217,3,174.45,1,4,2,142,1,7
12415.0,37,9,345.3,3,5,3,353,3,11
12417.0,3,11,2079.5,5,5,5,555,0,15
12418.0,113,1,314.21,2,2,3,223,3,7
12420.0,64,1,340.7,3,2,3,323,3,8
12421.0,16,5,606.8,4,4,4,444,3,12
12422.0,96,3,645.3100000000001,2,4,4,244,3,10
12423.0,1,9,1439.49,5,5,5,555,3,15
12424.0,163,2,233.92000000000002,2,3,2,232,1,7
12425.0,78,1,467.34,2,2,3,223,3,7
12426.0,195,1,446.08,1,2,3,123,1,6
12427.0,22,4,375.01,4,4,3,443,3,11
12428.0,26,11,3759.0,4,5,5,455,0,14
12429.0,9,4,1049.34,5,4,4,544,3,13
12430.0,43,1,129.0,3,2,1,321,3,6
12431.0,36,16,3017.51,3,5,5,355,0,13
12432.0,43,3,840.1800000000001,3,4,4,344,3,11
12433.0,1,7,4304.1,5,5,5,555,0,15
12434.0,85,4,501.24,2,4,3,243,3,9
12436.0,100,1,207.16000000000003,2,2,2,222,3,6
12437.0,2,18,2544.42,5,5,5,555,0,15
12438.0,14,2,1312.1200000000001,4,3,5,435,3,12
12441.0,367,1,155.55,1,2,2,122,1,5
12442.0,3,1,144.06,5,2,2,522,3,9
12444.0,21,5,2119.61,4,4,5,445,3,13
12445.0,22,1,77.4,4,2,1,421,3,7
12446.0,58,1,734.36,3,2,4,324,3,9
12447.0,243,1,379.78999999999996,1,2,3,123,1,6
12448.0,44,1,283.95,3,2,2,322,3,7
12449.0,22,4,2573.64,4,4,5,445,3,13
12450.0,156,2,131.88,2,3,1,231,1,6
12451.0,11,5,4307.89,5,4,5,545,0,14
12452.0,17,2,285.67,4,3,2,432,3,9
12453.0,134,1,707.09,2,2,4,224,3,8
12455.0,73,5,932.86,2,4,4,244,3,10
12456.0,44,4,1438.09,3,4,5,345,3,12
12457.0,58,4,815.93,3,4,4,344,3,11
12458.0,71,2,565.58,3,3,4,334,3,10
12461.0,155,1,419.08,2,2,3,223,1,7
12462.0,2,4,612.12,5,4,4,544,3,13
12463.0,53,6,1143.98,3,5,4,354,3,12
12464.0,150,4,76.5,2,4,1,241,1,7
12465.0,8,3,613.1899999999999,5,4,4,544,3,13
12468.0,143,3,499.69,2,4,3,243,3,9
12471.0,2,40,5443.22,5,5,5,555,0,15
12472.0,31,13,4350.79,4,5,5,455,0,14
12473.0,54,4,2113.09,3,4,5,345,3,12
12474.0,17,26,5749.07,4,5,5,455,0,14
12475.0,54,1,483.34000000000003,3,2,3,323,3,8
12476.0,1,17,2781.95,5,5,5,555,0,15
12477.0,23,9,3311.37,4,5,5,455,0,14
12478.0,4,1,479.59000000000003,5,2,3,523,3,10
12479.0,4,3,396.45,5,4,3,543,3,12
12480.0,28,4,2178.14,4,4,5,445,3,13
12481.0,23,10,2983.7,4,5,5,455,0,14
12483.0,17,10,1076.42,4,5,4,454,3,13
12484.0,35,5,3320.08,3,4,5,345,0,12
12488.0,10,3,700.64,5,4,4,544,3,13
12489.0,336,1,191.43,1,2,2,122,1,5
12490.0,5,10,3575.13,5,5,5,555,0,15
12491.0,39,1,350.75,3,2,3,323,3,8
12492.0,63,2,227.21,3,3,2,332,3,8
12493.0,166,2,332.91,2,3,3,233,1,8
12494.0,16,10,931.6500000000001,4,5,4,454,3,13
12497.0,82,1,20.4,2,2,1,221,3,5
12498.0,21,3,349.70000000000005,4,4,3,443,3,11
12500.0,36,8,296.84,3,5,3,353,3,11
12501.0,315,2,1816.95,1,3,5,135,1,9
12502.0,96,5,1403.6200000000001,2,4,5,245,3,11
12504.0,30,1,60.0,4,2,1,421,3,7
12505.0,301,1,-4.5,1,2,1,121,1,4
12506.0,233,1,57.6,1,2,1,121,1,4
12507.0,134,2,206.10000000000002,2,3,2,232,3,7
12508.0,26,2,397.88,4,3,3,433,3,10
12509.0,284,1,25.5,1,2,1,121,1,4
12510.0,143,2,467.65,2,3,3,233,3,8
12512.0,66,2,124.23,3,3,1,331,3,7
12513.0,113,1,520.04,2,2,3,223,3,7
12514.0,267,1,737.98,1,2,4,124,1,7
12515.0,353,1,190.8,1,2,2,122,1,5
12516.0,78,2,104.08,2,3,1,231,3,6
12517.0,28,4,2176.85,4,4,5,445,3,13
12518.0,1,5,1654.03,5,4,5,545,3,14
12519.0,64,1,242.84,3,2,2,322,3,7
12520.0,79,6,1994.24,2,5,5,255,3,12
12521.0,143,1,457.43,2,2,3,223,3,7
12522.0,39,2,152.72,3,3,2,332,3,8
12523.0,2,12,1231.6100000000001,5,5,5,555,3,15
12524.0,9,8,1484.01,5,5,5,555,3,15
12526.0,1,3,1074.46,5,4,4,544,3,13
12527.0,82,3,195.91000000000003,2,4,2,242,3,8
12528.0,9,8,971.83,5,5,4,554,3,14
12530.0,60,4,843.4200000000001,3,4,4,344,3,11
12531.0,15,1,95.27,4,2,1,421,3,7
12532.0,30,1,252.33,4,2,2,422,3,8
12534.0,131,1,828.73,2,2,4,224,3,8
12535.0,92,2,488.75,2,3,3,233,3,8
12536.0,8,2,3458.88,5,3,5,535,3,13
12538.0,29,1,258.75,4,2,2,422,3,8
12539.0,22,4,4017.4,4,4,5,445,0,13
12540.0,20,17,6031.14,4,5,5,455,0,14
12541.0,30,3,721.38,4,4,4,444,3,12
12544.0,36,1,284.9,3,2,2,322,3,7
12545.0,75,2,698.8,2,3,4,234,3,9
12546.0,47,2,969.58,3,3,4,334,3,10
12547.0,198,2,151.79999999999998,1,3,2,132,1,6
12548.0,166,1,67.19999999999999,2,2,1,221,1,5
12550.0,79,1,748.88,2,2,4,224,3,8
12551.0,358,1,168.0,1,2,2,122,1,5
12552.0,40,1,165.47,3,2,2,322,3,7
12553.0,8,12,2715.77,5,5,5,555,0,15
12556.0,50,2,513.66,3,3,3,333,3,9
12558.0,2,2,125.0,5,3,1,531,3,9
12559.0,320,1,210.96,1,2,2,122,1,5
12560.0,5,3,1459.82,5,4,5,545,3,14
12561.0,303,1,207.05,1,2,2,122,1,5
12562.0,8,7,2473.2200000000003,5,5,5,555,3,15
12564.0,261,1,336.15,1,2,3,123,1,6
12565.0,282,2,131.17,1,3,1,131,1,5
12566.0,73,2,217.18,2,3,2,232,3,7
12567.0,23,11,6442.75,4,5,5,455,0,14
12569.0,2,28,2345.09,5,5,5,555,0,15
12571.0,40,2,489.37,3,3,3,333,3,9
12572.0,9,3,647.92,5,4,4,544,3,13
12573.0,227,1,150.59,1,2,2,122,1,5
12574.0,316,1,162.55,1,2,2,122,1,5
12576.0,36,6,1216.46,3,5,5,355,3,13
12577.0,35,3,570.65,3,4,4,344,3,11
12578.0,21,4,1863.71,4,4,5,445,3,13
12579.0,73,2,317.42,2,3,3,233,3,8
12580.0,247,1,379.7,1,2,3,123,1,6
12581.0,40,1,169.76,3,2,2,322,3,7
12582.0,239,2,313.92,1,3,3,133,1,7
12583.0,3,16,2540.88,5,5,5,555,0,15
12584.0,4,16,652.4000000000001,5,5,4,554,0,14
12585.0,234,4,1149.01,1,4,4,144,1,9
12586.0,17,1,186.54000000000002,4,2,2,422,3,8
12587.0,8,1,20.8,5,2,1,521,3,8
12588.0,39,1,79.65,3,2,1,321,3,6
12589.0,29,2,417.28,4,3,3,433,3,10
12590.0,190,1,-2.88,1,2,1,121,1,4
12591.0,317,1,323.1,1,2,3,123,1,6
12592.0,92,2,350.6,2,3,3,233,3,8
12593.0,109,3,342.59999999999997,2,4,3,243,3,9
12594.0,47,7,1865.22,3,5,5,355,3,13
12596.0,51,2,288.27,3,3,3,333,3,9
12597.0,19,5,2484.93,4,4,5,445,3,13
12598.0,10,7,1739.01,5,5,5,555,3,15
12599.0,29,7,719.38,4,5,4,454,3,13
12600.0,29,9,603.92,4,5,4,454,3,13
12601.0,190,6,364.01,1,5,3,153,1,9
12602.0,59,1,129.22,3,2,1,321,3,6
12603.0,22,1,0.0,4,2,1,421,3,7
12604.0,79,2,236.18,2,3,2,232,3,7
12605.0,365,1,-7.5,1,2,1,121,1,4
12607.0,58,2,855.58,3,3,4,334,3,10
12609.0,78,3,846.11,2,4,4,244,3,10
12610.0,23,6,1384.39,4,5,5,455,3,14
12611.0,52,1,884.92,3,2,4,324,3,9
12612.0,58,2,209.0,3,3,2,332,3,8
12613.0,31,5,2495.1,4,4,5,445,3,13
12614.0,278,1,218.15,1,2,2,122,1,5
12615.0,2,4,1389.83,5,4,5,545,3,14
12616.0,95,3,368.54999999999995,2,4,3,243,3,9
12617.0,29,1,333.08,4,2,3,423,3,9
12618.0,22,1,121.41,4,2,1,421,3,7
12619.0,16,11,644.27,4,5,4,454,3,13
12620.0,15,3,1100.1399999999999,4,4,4,444,3,12
12621.0,2,21,6018.81,5,5,5,555,0,15
12622.0,232,1,123.85,1,2,1,121,1,4
12623.0,276,1,230.1,1,2,2,122,1,5
12624.0,106,2,492.78,2,3,3,233,3,8
12625.0,212,3,1025.42,1,4,4,144,1,9
12626.0,23,12,3892.02,4,5,5,455,0,14
12627.0,11,6,3314.0,5,5,5,555,0,15
12628.0,4,4,648.61,5,4,4,544,3,13
12630.0,10,2,905.08,5,3,4,534,3,12
12631.0,57,1,396.0,3,2,3,323,3,8
12633.0,59,5,1335.79,3,4,5,345,3,12
12635.0,90,2,1357.69,2,3,5,235,3,10
12637.0,67,9,4301.13,3,5,5,355,0,13
12638.0,33,1,498.25,3,2,3,323,3,8
12639.0,239,1,325.3,1,2,3,123,1,6
12640.0,25,2,549.77,4,3,4,434,3,11
12641.0,115,1,128.9,2,2,1,221,3,5
12642.0,25,3,558.25,4,4,4,444,3,12
12643.0,221,1,12.08,1,2,1,121,1,4
12644.0,130,1,417.12,2,2,3,223,3,7
12645.0,34,4,1044.78,3,4,4,344,3,11
12646.0,5,2,675.44,5,3,4,534,3,12
12647.0,22,12,1317.66,4,5,5,455,3,14
12648.0,155,1,255.3,2,2,2,222,1,6
12649.0,107,4,329.75,2,4,3,243,3,9
12650.0,3,1,147.64000000000001,5,2,2,522,3,9
12651.0,335,1,114.0,1,2,1,121,1,4
12652.0,322,2,680.03,1,3,4,134,1,8
12653.0,149,2,532.7,2,3,3,233,1,8
12654.0,11,5,499.33,5,4,3,543,3,12
12656.0,17,7,1617.25,4,5,5,455,3,14
12657.0,11,3,523.4,5,4,3,543,3,12
12658.0,19,1,495.8,4,2,3,423,3,9
12659.0,30,1,45.6,4,2,1,421,3,7
12660.0,11,1,203.7,5,2,2,522,3,9
12662.0,1,12,3232.53,5,5,5,555,0,15
12664.0,87,3,108.0,2,4,1,241,3,7
12665.0,325,2,43.75,1,3,1,131,1,5
12667.0,58,1,410.23,3,2,3,323,3,8
12668.0,7,6,2179.63,5,5,5,555,3,15
12669.0,151,2,1319.92,2,3,5,235,3,10
12670.0,10,6,1204.27,5,5,5,555,3,15
12672.0,330,1,118.05,1,2,1,121,1,4
12673.0,5,2,420.62,5,3,3,533,3,11
12674.0,12,6,1163.56,5,5,5,555,3,15
12676.0,25,6,749.39,4,5,4,454,3,13
12678.0,43,7,424.19,3,5,3,353,3,11
12679.0,52,6,595.46,3,5,4,354,3,12
12680.0,1,4,736.97,5,4,4,544,3,13
12681.0,15,25,7731.0,4,5,5,455,0,14
12682.0,4,30,7171.37,5,5,5,555,0,15
12683.0,4,16,4530.48,5,5,5,555,0,15
12684.0,8,6,1332.3899999999999,5,5,5,555,3,15
12685.0,28,6,2237.25,4,5,5,455,3,14
12686.0,372,1,71.14,1,2,1,121,1,4
12688.0,114,1,1974.8,2,2,5,225,3,9
12689.0,26,2,937.65,4,3,4,434,3,11
12690.0,206,1,265.11,1,2,2,122,1,5
12691.0,58,4,402.8,3,4,3,343,3,10
12693.0,127,5,461.51,2,4,3,243,3,9
12694.0,70,2,400.82,3,3,3,333,3,9
12695.0,7,4,232.16,5,4,2,542,3,11
12697.0,21,5,583.89,4,4,4,444,3,12
12700.0,8,4,3561.64,5,4,5,545,0,14
12701.0,80,2,652.45,2,3,4,234,3,9
12702.0,20,1,201.0,4,2,2,422,3,8
12703.0,64,2,256.7,3,3,2,332,3,8
12704.0,7,7,1013.8199999999999,5,5,4,554,3,14
12705.0,15,13,4371.99,4,5,5,455,0,14
12707.0,292,1,375.82,1,2,3,123,1,6
12708.0,30,16,1968.27,4,5,5,455,0,14
12709.0,3,23,2097.88,5,5,5,555,0,15
12710.0,97,3,909.8199999999999,2,4,4,244,3,10
12712.0,29,14,1489.63,4,5,5,455,0,14
12713.0,1,1,628.5,5,2,4,524,3,11
12714.0,9,5,3494.55,5,4,5,545,0,14
12715.0,106,1,263.36,2,2,2,222,3,6
12716.0,4,2,912.91,5,3,4,534,3,12
12717.0,151,2,774.03,2,3,4,234,1,9
12718.0,71,1,182.35,3,2,2,322,3,7
12719.0,5,3,497.1,5,4,3,543,3,12
12720.0,3,27,4276.53,5,5,5,555,0,15
12721.0,32,7,2054.14,4,5,5,455,3,14
12722.0,115,2,666.7,2,3,4,234,3,9
12723.0,4,4,519.13,5,4,3,543,3,12
12724.0,5,4,834.01,5,4,4,544,3,13
12725.0,371,1,371.8,1,2,3,123,1,6
12726.0,28,7,1411.5,4,5,5,455,3,14
12727.0,11,8,1702.7,5,5,5,555,3,15
12728.0,71,4,525.73,3,4,3,343,3,10
12729.0,114,1,360.71000000000004,2,2,3,223,3,7
12731.0,24,11,2401.83,4,5,5,455,0,14
12732.0,180,1,178.26000000000002,1,2,2,122,1,5
12733.0,234,1,276.85,1,2,2,122,1,5
12734.0,353,1,16.8,1,2,1,121,1,4
12735.0,315,2,375.07,1,3,3,133,1,7
12738.0,372,1,110.4,1,2,1,121,1,4
12739.0,99,1,456.59999999999997,2,2,3,223,3,7
12740.0,64,1,344.8,3,2,3,323,3,8
12743.0,134,2,418.93,2,3,3,233,3,8
12744.0,56,4,1843.94,3,4,5,345,3,12
12747.0,2,11,1328.29,5,5,5,555,3,15
12748.0,1,198,18949.02,5,5,5,555,2,15
12749.0,4,7,2469.73,5,5,5,555,3,15
12750.0,129,1,144.3,2,2,2,222,3,6
12752.0,81,1,164.6,2,2,2,222,3,6
12753.0,4,9,-13.850000000000003,5,5,1,551,3,11
12754.0,277,2,61.62,1,3,1,131,1,5
12755.0,281,1,7.6,1,2,1,121,1,4
12756.0,87,1,50.879999999999995,2,2,1,221,3,5
12757.0,16,8,2872.65,4,5,5,455,0,14
12758.0,117,2,1032.03,2,3,4,234,3,9
12759.0,52,3,1279.09,3,4,5,345,3,12
12762.0,8,2,901.07,5,3,4,534,3,12
12763.0,369,1,260.08,1,2,2,122,1,5
12764.0,317,1,500.33000000000004,1,2,3,123,1,6
12766.0,4,7,4820.8,5,5,5,555,0,15
12769.0,239,1,317.34000000000003,1,2,3,123,1,6
12772.0,60,1,615.3199999999999,3,2,4,324,3,9
12775.0,17,5,855.14,4,4,4,444,3,12
12778.0,20,6,492.49,4,5,3,453,3,12
12779.0,21,11,1936.52,4,5,5,455,0,14
12781.0,21,3,235.64,4,4,2,442,3,10
12782.0,5,6,1513.57,5,5,5,555,3,15
12783.0,2,4,1011.3000000000001,5,4,4,544,3,13
12784.0,15,1,455.46999999999997,4,2,3,423,3,9
12785.0,3,2,190.76,5,3,2,532,3,10
12787.0,10,3,274.66,5,4,2,542,3,11
12790.0,192,1,199.42000000000002,1,2,2,122,1,5
12792.0,257,1,329.59,1,2,3,123,1,6
12793.0,335,2,395.48,1,3,3,133,1,7
12794.0,53,2,698.31,3,3,4,334,3,10
12795.0,19,1,144.63,4,2,2,422,3,8
12797.0,360,3,146.28,1,4,2,142,1,7
12802.0,184,2,382.58,1,3,3,133,1,7
12808.0,37,3,445.7,3,4,3,343,3,10
12809.0,168,2,338.46000000000004,2,3,3,233,1,8
12811.0,262,2,416.55,1,3,3,133,1,7
12812.0,45,1,229.64000000000001,3,2,2,322,3,7
12815.0,148,2,648.0600000000001,2,3,4,234,1,9
12816.0,96,2,265.90000000000003,2,3,2,232,3,7
12817.0,281,1,27.04,1,2,1,121,1,4
12818.0,178,2,72.65,2,3,1,231,1,6
12820.0,3,4,885.82,5,4,4,544,3,13
12821.0,214,1,75.72,1,2,1,121,1,4
12822.0,71,2,743.28,3,3,4,334,3,10
12824.0,60,1,316.42,3,2,3,323,3,8
12826.0,3,8,1454.2,5,5,5,555,3,15
12827.0,6,3,385.6,5,4,3,543,3,12
12828.0,3,6,871.51,5,5,4,554,3,14
12829.0,337,1,28.5,1,2,1,121,1,4
12831.0,262,1,82.75,1,2,1,121,1,4
12832.0,32,2,366.53,4,3,3,433,3,10
12833.0,145,1,307.03000000000003,2,2,3,223,1,7
12834.0,283,1,201.08,1,2,2,122,1,5
12836.0,59,4,1390.1100000000001,3,4,5,345,3,12
12837.0,173,1,58.75,2,2,1,221,1,5
12838.0,34,2,575.3000000000001,3,3,4,334,3,10
12839.0,3,16,4770.87,5,5,5,555,0,15
12840.0,144,6,2438.67,2,5,5,255,3,12
12841.0,5,26,3004.77,5,5,5,555,0,15
12842.0,70,2,419.71000000000004,3,3,3,333,3,9
12843.0,160,8,1092.99,2,5,4,254,1,11
12844.0,29,2,325.96000000000004,4,3,3,433,3,10
12845.0,269,2,54.79,1,3,1,131,1,5
12847.0,22,1,435.49,4,2,3,423,3,9
12849.0,31,2,470.89,4,3,3,433,3,10
12851.0,97,1,104.91,2,2,1,221,3,5
12852.0,290,2,252.35000000000002,1,3,2,132,1,6
12853.0,135,7,1023.0,2,5,4,254,3,11
12854.0,79,5,917.49,2,4,4,244,3,10
12855.0,373,1,38.1,1,2,1,121,1,4
12856.0,8,7,1905.6100000000001,5,5,5,555,3,15
12857.0,211,2,735.6,1,3,4,134,1,8
12863.0,52,1,49.8,3,2,1,321,3,6
12864.0,138,1,10.2,2,2,1,221,3,5
12865.0,26,2,1355.82,4,3,5,435,3,12
12866.0,283,1,344.92,1,2,3,123,1,6
12867.0,26,10,3437.29,4,5,5,455,0,14
12868.0,186,6,1534.71,1,5,5,155,1,11
12870.0,366,1,-4.95,1,2,1,121,1,4
12871.0,84,2,120.53999999999999,2,3,1,231,3,6
12872.0,327,2,465.82,1,3,3,133,1,7
12876.0,58,2,958.42,3,3,4,334,3,10
12877.0,4,11,1175.71,5,5,5,555,3,15
12878.0,18,3,825.74,4,4,4,444,3,12
12879.0,45,3,42.21000000000001,3,4,1,341,3,8
12881.0,276,1,69.0,1,2,1,121,1,4
12883.0,25,4,527.87,4,4,3,443,3,11
12884.0,88,1,107.25,2,2,1,221,3,5
12885.0,63,3,930.42,3,4,4,344,3,11
12886.0,68,3,1042.0,3,4,4,344,3,11
12888.0,221,2,14.700000000000003,1,3,1,131,1,5
12890.0,24,1,316.63,4,2,3,423,3,9
12893.0,31,1,176.55,4,2,2,422,3,8
12895.0,42,3,326.55,3,4,3,343,3,10
12897.0,205,1,29.700000000000003,1,2,1,121,1,4
12901.0,10,13,516.25,5,5,3,553,3,13
12902.0,265,1,87.78,1,2,1,121,1,4
12904.0,18,2,338.21,4,3,3,433,3,10
12906.0,12,3,449.62,5,4,3,543,3,12
12909.0,40,8,985.34,3,5,4,354,3,12
12910.0,23,6,766.0,4,5,4,454,3,13
12912.0,8,2,46.8,5,3,1,531,3,9
12913.0,5,5,351.05,5,4,3,543,3,12
12915.0,149,2,201.05,2,3,2,232,1,7
12916.0,139,5,1326.85,2,4,5,245,3,11
12919.0,8,6,762.41,5,5,4,554,3,14
12920.0,17,1,106.89,4,2,1,421,3,7
12921.0,9,49,10753.1,5,5,5,555,0,15
12922.0,161,1,377.3,2,2,3,223,1,7
12923.0,64,1,152.92,3,2,2,322,3,7
12924.0,88,5,128.95,2,4,1,241,3,7
12925.0,5,2,636.13,5,3,4,534,3,12
12928.0,35,5,1380.74,3,4,5,345,3,12
12929.0,312,1,70.95,1,2,1,121,1,4
12930.0,78,4,383.71000000000004,2,4,3,243,3,9
12931.0,67,2,48.160000000000004,3,3,1,331,3,7
12933.0,24,4,464.22,4,4,3,443,3,11
12935.0,2,8,1847.3,5,5,5,555,3,15
12936.0,17,3,616.3,4,4,4,444,3,12
12937.0,15,4,1233.1200000000001,4,4,5,445,3,13
12938.0,26,1,100.22,4,2,1,421,3,7
12940.0,55,3,506.07,3,4,3,343,3,10
12942.0,131,3,496.7,2,4,3,243,3,9
12943.0,301,1,-3.75,1,2,1,121,1,4
12944.0,36,2,519.81,3,3,3,333,3,9
12945.0,288,1,264.25,1,2,2,122,1,5
12947.0,144,6,1145.84,2,5,4,254,3,11
12948.0,16,8,1796.51,4,5,5,455,3,14
12949.0,31,10,3414.84,4,5,5,455,0,14
12950.0,8,2,117.8,5,3,1,531,3,9
12951.0,9,7,965.62,5,5,4,554,3,14
12952.0,6,5,1053.31,5,4,4,544,3,13
12953.0,10,1,192.45000000000002,5,2,2,522,3,9
12955.0,1,13,2541.7,5,5,5,555,0,15
12956.0,306,1,74.67,1,2,1,121,1,4
12957.0,4,11,3431.89,5,5,5,555,0,15
12962.0,7,2,240.89000000000001,5,3,2,532,3,10
12963.0,8,9,1458.81,5,5,5,555,3,15
12965.0,89,1,595.61,2,2,4,224,3,8
12966.0,10,1,147.68,5,2,2,522,3,9
12967.0,3,2,42.95,5,3,1,531,3,9
12968.0,112,1,64.8,2,2,1,221,3,5
12970.0,7,4,310.05,5,4,3,543,3,12
12971.0,4,75,3183.27,5,5,5,555,0,15
12974.0,198,1,77.15,1,2,1,121,1,4
12976.0,212,1,303.6,1,2,3,123,1,6
12977.0,156,1,10.74,2,2,1,221,1,5
12980.0,183,1,-3.39,1,2,1,121,1,4
12981.0,30,2,372.21999999999997,4,3,3,433,3,10
12982.0,240,2,363.15999999999997,1,3,3,133,1,7
12984.0,19,1,97.5,4,2,1,421,3,7
12985.0,1,2,903.56,5,3,4,534,3,12
12987.0,74,3,386.7,2,4,3,243,3,9
12988.0,292,1,301.17,1,2,3,123,1,6
12989.0,9,7,122.23,5,5,1,551,3,11
12990.0,31,2,143.0,4,3,2,432,3,9
12991.0,23,2,461.26,4,3,3,433,3,10
12993.0,23,4,414.76,4,4,3,443,3,11
12994.0,4,5,723.07,5,4,4,544,3,13
12995.0,78,1,-10.6,2,2,1,221,3,5
12997.0,22,7,803.54,4,5,4,454,3,13
12999.0,205,2,273.78,1,3,2,132,1,6
13000.0,260,2,382.16,1,3,3,133,1,7
13001.0,4,15,4816.54,5,5,5,555,0,15
13002.0,318,1,110.99999999999999,1,2,1,121,1,4
13003.0,151,2,89.05000000000001,2,3,1,231,1,6
13004.0,12,21,5097.48,5,5,5,555,0,15
13005.0,174,3,318.35,2,4,3,243,1,9
13006.0,56,1,11.52,3,2,1,321,3,6
13008.0,323,1,229.46999999999997,1,2,2,122,1,5
13011.0,372,1,50.550000000000004,1,2,1,121,1,4
13012.0,9,10,1230.96,5,5,5,555,3,15
13013.0,1,14,3278.4,5,5,5,555,0,15
13014.0,3,16,1208.48,5,5,5,555,0,15
13015.0,53,5,2590.27,3,4,5,345,3,12
13016.0,73,3,709.34,2,4,4,244,3,10
13018.0,16,28,6269.69,4,5,5,455,0,14
13021.0,4,11,1434.0900000000001,5,5,5,555,3,15
13023.0,64,2,439.86,3,3,3,333,3,9
13026.0,1,5,287.28,5,4,3,543,3,12
13028.0,23,3,611.8,4,4,4,444,3,12
13029.0,31,2,116.5,4,3,1,431,3,8
13030.0,11,2,514.84,5,3,3,533,3,11
13032.0,39,3,722.27,3,4,4,344,3,11
13033.0,357,1,190.55,1,2,2,122,1,5
13034.0,55,2,627.82,3,3,4,334,3,10
13035.0,58,3,339.15000000000003,3,4,3,343,3,10
13037.0,138,3,562.77,2,4,4,244,3,10
13038.0,80,3,366.76,2,4,3,243,3,9
13040.0,9,2,676.99,5,3,4,534,3,12
13043.0,273,1,94.7,1,2,1,121,1,4
13044.0,291,1,391.72,1,2,3,123,1,6
13045.0,99,1,222.08,2,2,2,222,3,6
13046.0,31,2,419.11,4,3,3,433,3,10
13047.0,32,17,2437.4700000000003,4,5,5,455,0,14
13048.0,14,4,1705.1100000000001,4,4,5,445,3,13
13049.0,318,1,153.78,1,2,2,122,1,5
13050.0,9,25,4533.4800000000005,5,5,5,555,0,15
13052.0,212,1,129.8,1,2,1,121,1,4
13055.0,64,4,1091.61,3,4,4,344,3,11
13058.0,58,2,137.70000000000002,3,3,2,332,3,8
13059.0,250,1,85.65,1,2,1,121,1,4
13060.0,254,1,182.73000000000002,1,2,2,122,1,5
13061.0,72,1,98.76,2,2,1,221,3,5
13062.0,191,1,65.69999999999999,1,2,1,121,1,4
13064.0,13,4,775.22,4,4,4,444,3,12
13065.0,373,1,138.41,1,2,2,122,1,5
13066.0,24,2,372.75,4,3,3,433,3,10
13067.0,82,1,91.61,2,2,1,221,3,5
13069.0,1,26,2882.53,5,5,5,555,0,15
13070.0,192,1,145.6,1,2,2,122,1,5
13072.0,267,1,177.15,1,2,2,122,1,5
13075.0,130,1,226.61,2,2,2,222,3,6
